eventID,site,habitatType,minimumElevationInMeters,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,eventDate,eventTime,startDayOfYear,eventRemarks,country,countryCode,locality,locationID,decimalLatitude,decimalLongitude,geodeticDatum,occurrenceID,basisOfRecord,occurrenceStatus,individualCount,vernacularName,scientificName,kingdom,phylum,class,order,family,taxonRank
SSTransect_2_subsample_4,South,Stream,,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,09/11/2024,15:48,255,,Scotland,GB-SCT,Lochranza,Dragonfly.Deaf.Unicorns,55.69662917,-5.270783644,WGS84,SSTransect_2_subsample_4_Megaloptera,HumanObservation,present,1,Alderfly,,Animalia,Arthropoda,Insecta,Megaloptera,,order
SSTransect_3_subsample_1,South,Stream,,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,09/11/2024,16:10,255,,Scotland,GB-SCT,Lochranza,Shippers.Toy.Appetite,55.697027,-5.272268,WGS84,SSTransect_3_subsample_1_Diptera,HumanObservation,present,1,Midge,,Animalia,Arthropoda,Insecta,Diptera,,order
SSTransect_3_subsample_1,South,Stream,,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,09/11/2024,16:10,255,,Scotland,GB-SCT,Lochranza,Shippers.Toy.Appetite,55.697027,-5.272268,WGS84,SSTransect_3_subsample_1_Megaloptera,HumanObservation,present,1,Alderfly,,Animalia,Arthropoda,Insecta,Megaloptera,,order
SSTransect_3_subsample_2,South,Stream,,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,09/11/2024,16:10,255,,Scotland,GB-SCT,Lochranza,Shippers.Toy.Appetite,55.697027,-5.272268,WGS84,SSTransect_3_subsample_2_Plecoptera,HumanObservation,present,1,Stonefly,,Animalia,Arthropoda,Insecta,Plecoptera,,order
SSTransect_3_subsample_2,South,Stream,,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,09/11/2024,16:10,255,,Scotland,GB-SCT,Lochranza,Shippers.Toy.Appetite,55.697027,-5.272268,WGS84,SSTransect_3_subsample_2_Lumbriculidae,HumanObservation,present,1,Freshwater worm,,Animalia,Annelida,Clitellata,Lumbriculidae,,
SSTransect_3_subsample_2,South,Stream,,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,09/11/2024,16:10,255,,Scotland,GB-SCT,Lochranza,Shippers.Toy.Appetite,55.697027,-5.272268,WGS84,SSTransect_3_subsample_2_Ephemeroptera,HumanObservation,present,3,Mayfly,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
SSTransect_3_subsample_2,South,Stream,,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,09/11/2024,16:10,255,,Scotland,GB-SCT,Lochranza,Shippers.Toy.Appetite,55.697027,-5.272268,WGS84,SSTransect_3_subsample_2_Plecoptera,HumanObservation,present,2,Stonefly,,Animalia,Arthropoda,Insecta,Plecoptera,,order
SSTransect_3_subsample_2,South,Stream,,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,09/11/2024,16:10,255,,Scotland,GB-SCT,Lochranza,Shippers.Toy.Appetite,55.697027,-5.272268,WGS84,SSTransect_3_subsample_2_Diptera,HumanObservation,present,1,True fly,,Animalia,Arthropoda,Insecta,Diptera,,order
SSTransect_3_subsample_3,South,Stream,,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,09/11/2024,16:10,255,,Scotland,GB-SCT,Lochranza,Shippers.Toy.Appetite,55.697027,-5.272268,WGS84,SSTransect_3_subsample_3_Ephemeroptera,HumanObservation,present,2,Mayfly,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
SSTransect_3_subsample_4,South,Stream,,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,09/11/2024,16:10,255,,Scotland,GB-SCT,Lochranza,Shippers.Toy.Appetite,55.697027,-5.272268,WGS84,SSTransect_3_subsample_4_Ephemeroptera,HumanObservation,present,1,Mayfly,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
SSTransect_4_subsample_1,South,Stream,,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,09/11/2024,16:30,255,,Scotland,GB-SCT,Lochranza,Roughness.Landscape.Slams,55.697189,-5.272795,WGS84,SSTransect_4_subsample_1_Isopoda,HumanObservation,present,1,Waterslater,,Animalia,Arthropoda,Malacostraca,Isopoda,,order
SSTransect_4_subsample_1,South,Stream,,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,09/11/2024,16:30,255,,Scotland,GB-SCT,Lochranza,Roughness.Landscape.Slams,55.697189,-5.272795,WGS84,SSTransect_4_subsample_1_Plecoptera,HumanObservation,present,1,Stonefly,,Animalia,Arthropoda,Insecta,Plecoptera,,order
SSTransect_4_subsample_2,South,Stream,,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,09/11/2024,16:30,255,,Scotland,GB-SCT,Lochranza,Roughness.Landscape.Slams,55.697189,-5.272795,WGS84,SSTransect_4_subsample_2_,HumanObservation,present,0,,,,,,,,order
SSTransect_4_subsample_3,South,Stream,,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,09/11/2024,16:30,255,,Scotland,GB-SCT,Lochranza,Roughness.Landscape.Slams,55.697189,-5.272795,WGS84,SSTransect_4_subsample_3_Diptera,HumanObservation,present,1,True fly,,Animalia,Arthropoda,Insecta,Diptera,,order
SSTransect_4_subsample_3,South,Stream,,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,09/11/2024,16:30,255,,Scotland,GB-SCT,Lochranza,Roughness.Landscape.Slams,55.697189,-5.272795,WGS84,SSTransect_4_subsample_3_Trichoptera,HumanObservation,present,1,Caddisfly,,Animalia,Arthropoda,Insecta,Trichoptera,,order
SSTransect_4_subsample_4,South,Stream,,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,09/11/2024,16:30,255,,Scotland,GB-SCT,Lochranza,Roughness.Landscape.Slams,55.697189,-5.272795,WGS84,SSTransect_4_subsample_4_,HumanObservation,present,0,,,,,,,,
SSTransect_5_subsample_1,South,Stream,,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,09/11/2024,16:40,255,,Scotland,GB-SCT,Lochranza,Overcomes.Risks.Limes,55.697432,-5.27356,WGS84,SSTransect_5_subsample_1_Plecoptera,HumanObservation,present,1,Stonefly,,Animalia,Arthropoda,Insecta,Plecoptera,,order
SSTransect_5_subsample_1,South,Stream,,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,09/11/2024,16:40,255,,Scotland,GB-SCT,Lochranza,Overcomes.Risks.Limes,55.697432,-5.27356,WGS84,SSTransect_5_subsample_1_Megaloptera,HumanObservation,present,1,Alderfly,,Animalia,Arthropoda,Insecta,Megaloptera,,order
SSTransect_5_subsample_2,South,Stream,,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,09/11/2024,16:40,255,,Scotland,GB-SCT,Lochranza,Overcomes.Risks.Limes,55.697432,-5.27356,WGS84,SSTransect_5_subsample_2_Megaloptera,HumanObservation,present,1,Alderfly,,Animalia,Arthropoda,Insecta,Megaloptera,,order
SSTransect_5_subsample_3,South,Stream,,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,09/11/2024,16:40,255,,Scotland,GB-SCT,Lochranza,Overcomes.Risks.Limes,55.697432,-5.27356,WGS84,SSTransect_5_subsample_3_Plecoptera,HumanObservation,present,1,Stonefly,,Animalia,Arthropoda,Insecta,Plecoptera,,order
SSTransect_5_subsample_3,South,Stream,,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,09/11/2024,16:40,255,,Scotland,GB-SCT,Lochranza,Overcomes.Risks.Limes,55.697432,-5.27356,WGS84,SSTransect_5_subsample_3_Coleoptera,HumanObservation,present,1,Water beetle,,Animalia,Arthropoda,Insecta,Coleoptera,,order
SSTransect_5_subsample_4,South,Stream,,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,09/11/2024,16:40,255,,Scotland,GB-SCT,Lochranza,Overcomes.Risks.Limes,55.697432,-5.27356,WGS84,SSTransect_5_subsample_4_Plecoptera,HumanObservation,present,2,Stonefly,,Animalia,Arthropoda,Insecta,Plecoptera,,order
